sample_id,hp_folder,image_number,left_image,right_image,head_rot_x,head_rot_y,head_rot_z,head_pos_x,head_pos_y,head_pos_z,look_at_x,look_at_y,look_at_z,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,left_iris_x,left_iris_y,right_iris_x,right_iris_y,left_crop_xmin,left_crop_ymin,left_crop_xmax,left_crop_ymax,right_crop_xmin,right_crop_ymin,right_crop_xmax,right_crop_ymax
017_07,HP_017,7,017_07.png,017_07.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,0.0,0.0,2475.3938,963.778564,1869.83728,996.374756,2465.954,963.071045,1865.67944,995.918945,2317,905,2558,1041,1708,938,1955,1077
017_08,HP_017,8,017_08.png,017_08.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,0.0,0.0,2434.71924,964.0669,1829.70239,996.0748,2431.9082,963.311035,1832.09631,995.6675,2317,902,2558,1041,1708,935,1953,1076
017_09,HP_017,9,017_09.png,017_09.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,0.0,0.0,2396.409,964.3109,1790.7229,995.757935,2399.84985,963.5167,1799.45581,995.403564,2317,903,2558,1040,1708,935,1953,1076
017_10,HP_017,10,017_10.png,017_10.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,5.5,0.0,2397.23657,983.008057,1791.5155,1014.75537,2400.54,979.1687,1800.11328,1011.31018,2317,919,2558,1045,1709,949,1953,1082
017_11,HP_017,11,017_11.png,017_11.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,5.5,0.0,2434.7002,984.4231,1829.69617,1016.50513,2431.895,980.345337,1832.08923,1012.76392,2317,921,2558,1047,1709,951,1953,1081
017_12,HP_017,12,017_12.png,017_12.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,5.5,0.0,2474.32349,983.589355,1868.99866,1015.90149,2465.067,979.6544,1864.98059,1012.26172,2317,924,2558,1048,1709,953,1956,1082
017_13,HP_017,13,017_13.png,017_13.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,11.0,0.0,2472.25513,1001.36084,1867.23828,1033.66809,2463.35083,994.5421,1863.513,1027.14075,2317,947,2557,1056,1709,973,1956,1087
017_14,HP_017,14,017_14.png,017_14.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,11.0,0.0,2434.67065,1002.64575,1829.70081,1034.89612,2431.87549,995.606567,1832.08911,1028.165,2317,945,2557,1055,1709,972,1953,1089
017_15,HP_017,15,017_15.png,017_15.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,11.0,0.0,2398.855,1000.058,1793.23047,1032.05,2401.89014,993.4507,1801.5376,1025.79993,2317,939,2557,1052,1709,968,1953,1089
018_01,HP_018,1,018_01.png,018_01.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,-11.0,0.0,2354.404,1040.90625,1776.18335,1057.56506,2345.76465,1046.017,1772.91406,1062.842,2187,996,2437,1139,1623,1017,1848,1157
018_02,HP_018,2,018_02.png,018_02.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,-11.0,0.0,2317.77344,1039.47473,1742.1062,1055.95593,2315.0896,1044.82861,1744.38208,1061.49866,2186,993,2437,1139,1623,1014,1845,1156
018_03,HP_018,3,018_03.png,018_03.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,-11.0,0.0,2282.18262,1041.85535,1708.37964,1057.80811,2285.29736,1046.81458,1716.1283,1063.03748,2187,994,2437,1139,1623,1014,1845,1156
018_04,HP_018,4,018_04.png,018_04.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,-5.5,0.0,2281.10425,1058.85144,1707.11829,1074.17847,2284.39722,1061.04529,1715.08008,1076.75171,2187,1002,2437,1141,1623,1020,1845,1158
018_05,HP_018,5,018_05.png,018_05.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,-5.5,0.0,2317.86353,1057.52344,1742.10913,1073.17993,2315.162,1059.93738,1744.38733,1075.92212,2187,1001,2437,1141,1623,1020,1845,1158
018_06,HP_018,6,018_06.png,018_06.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,-5.5,0.0,2355.84863,1058.31934,1777.4071,1074.11707,2346.96558,1060.59863,1773.9353,1076.70422,2187,1004,2437,1142,1623,1024,1848,1159
018_07,HP_018,7,018_07.png,018_07.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,0.0,0.0,2356.30347,1077.07,1777.83655,1091.8916,2347.34448,1076.295,1774.2937,1091.58423,2188,1019,2436,1146,1623,1034,1849,1162
018_08,HP_018,8,018_08.png,018_08.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,0.0,0.0,2317.94238,1077.037,1742.12268,1091.858,2315.22754,1076.266,1744.39941,1091.55591,2188,1016,2436,1147,1623,1032,1845,1162
018_09,HP_018,9,018_09.png,018_09.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,0.0,0.0,2280.85254,1076.99548,1706.6969,1091.81921,2284.18726,1076.23242,1714.73,1091.524,2188,1016,2436,1145,1623,1031,1845,1162
018_10,HP_018,10,018_10.png,018_10.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,5.5,0.0,2281.50317,1095.00171,1707.21643,1109.42822,2284.72974,1091.306,1715.16125,1106.27051,2189,1034,2436,1153,1624,1048,1845,1169
018_11,HP_018,11,018_11.png,018_11.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,5.5,0.0,2318.00537,1096.38123,1742.147,1110.50269,2315.28223,1092.45508,1744.41882,1107.16223,2188,1038,2436,1155,1624,1049,1846,1168
018_12,HP_018,12,018_12.png,018_12.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,5.5,0.0,2355.65723,1095.64648,1777.3811,1109.63281,2346.80957,1091.8479,1773.914,1106.437,2188,1039,2436,1153,1624,1050,1850,1168
018_13,HP_018,13,018_13.png,018_13.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,11.0,0.0,2354.06079,1112.5835,1776.13318,1126.0885,2345.4856,1106.037,1772.87317,1120.22021,2188,1062,2435,1161,1625,1070,1850,1174
018_14,HP_018,14,018_14.png,018_14.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,11.0,0.0,2318.05127,1113.9679,1742.18042,1127.62878,2315.325,1107.18311,1744.44348,1121.50574,2188,1062,2435,1164,1625,1072,1846,1174
018_15,HP_018,15,018_15.png,018_15.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,11.0,0.0,2282.94482,1111.61658,1708.57166,1125.70679,2285.93286,1105.22253,1716.28711,1119.90942,2188,1058,2436,1161,1625,1069,1846,1177
019_01,HP_019,1,019_01.png,019_01.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,11.0,-11.0,0.0,2449.11279,1289.42944,1874.40759,1286.51,2440.96533,1294.1189,1871.22827,1291.77075,2300,1236,2534,1375,1723,1237,1960,1375
019_02,HP_019,2,019_02.png,019_02.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,0.0,-11.0,0.0,2415.201,1288.32764,1840.88074,1285.5885,2412.56226,1293.20264,1843.153,1291.001,2300,1236,2534,1375,1723,1236,1957,1375
019_03,HP_019,3,019_03.png,019_03.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,-11.0,-11.0,0.0,2382.76416,1290.33679,1808.31238,1287.85315,2385.40161,1294.87866,1815.86353,1292.88525,2300,1237,2534,1375,1723,1235,1957,1375
019_04,HP_019,4,019_04.png,019_04.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,-11.0,-5.5,0.0,2381.4458,1305.90515,1806.76453,1303.342,2384.30054,1307.9187,1814.57654,1305.86426,2300,1247,2533,1379,1723,1245,1957,1378
019_05,HP_019,5,019_05.png,019_05.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,0.0,-5.5,0.0,2415.22,1304.87646,1840.85889,1301.95947,2412.57446,1307.06079,1843.13818,1304.71362,2300,1247,2533,1379,1723,1245,1957,1378
019_06,HP_019,6,019_06.png,019_06.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,11.0,-5.5,0.0,2450.75122,1305.63757,1875.97632,1302.41919,2442.327,1307.695,1872.53735,1305.09692,2300,1247,2533,1379,1723,1246,1960,1378
019_07,HP_019,7,019_07.png,019_07.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,11.0,0.0,0.0,2451.59351,1323.46338,1876.84,1319.91406,2443.02734,1322.61914,1873.25781,1319.74365,2300,1264,2533,1385,1723,1260,1960,1383
019_08,HP_019,8,019_08.png,019_08.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,0.0,0.0,0.0,2415.23071,1323.127,1840.84424,1320.13257,2412.582,1322.3363,1843.12769,1319.92651,2300,1263,2533,1386,1723,1260,1957,1383
019_09,HP_019,9,019_09.png,019_09.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,-11.0,0.0,0.0,2380.76855,1322.81055,1805.91846,1320.35254,2383.735,1322.07275,1813.87329,1320.11108,2300,1262,2533,1384,1723,1261,1957,1385
019_10,HP_019,10,019_10.png,019_10.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,-11.0,5.5,0.0,2380.86841,1340.011,1805.9502,1337.75452,2383.81836,1336.47351,1813.89941,1334.68457,2300,1284,2533,1391,1723,1282,1957,1393
019_11,HP_019,11,019_11.png,019_11.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,0.0,5.5,0.0,2415.2312,1341.75317,1840.83875,1338.791,2412.58276,1337.92554,1843.123,1335.54346,2300,1287,2533,1395,1723,1282,1957,1392
019_12,HP_019,12,019_12.png,019_12.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,11.0,5.5,0.0,2451.43823,1341.62183,1876.822,1337.84009,2442.89966,1337.82153,1873.24292,1334.74939,2300,1286,2533,1394,1723,1279,1961,1390
019_13,HP_019,13,019_13.png,019_13.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,11.0,11.0,0.0,2450.30542,1358.64844,1875.92285,1354.86548,2441.96,1352.08325,1872.49292,1349.00574,2299,1305,2532,1402,1724,1300,1961,1397
019_14,HP_019,14,019_14.png,019_14.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,0.0,11.0,0.0,2415.22119,1359.23486,1840.84265,1356.39368,2412.57764,1352.56384,1843.12415,1350.28223,2299,1306,2532,1403,1724,1303,1958,1400
019_15,HP_019,15,019_15.png,019_15.png,9.7467,-2.1584,-0.12337,2.7555,7.8622,41.9014,-11.0,11.0,0.0,2381.73584,1356.33789,1806.85608,1354.24878,2384.542,1350.148,1814.65161,1348.5022,2299,1303,2532,1399,1724,1302,1958,1402
020_01,HP_020,1,020_01.png,020_01.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,11.0,-11.0,0.0,2575.94214,1493.96826,1994.84546,1467.22607,2567.55225,1498.59937,1991.81787,1472.53735,2411,1436,2661,1575,1844,1415,2070,1548
020_02,HP_020,2,020_02.png,020_02.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,0.0,-11.0,0.0,2540.914,1493.04053,1962.3136,1466.95459,2538.21851,1497.82715,1964.57019,1472.31,2411,1436,2661,1575,1844,1415,2066,1548
020_03,HP_020,3,020_03.png,020_03.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,-11.0,-11.0,0.0,2508.109,1495.18652,1931.374,1469.5249,2510.74951,1499.6167,1938.63831,1474.45093,2411,1438,2661,1576,1844,1415,2066,1549
020_04,HP_020,4,020_04.png,020_04.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,-11.0,-5.5,0.0,2506.58325,1510.67383,1929.7218,1484.29053,2509.47559,1512.58911,1937.26416,1486.82764,2411,1450,2661,1580,1844,1427,2065,1553
020_05,HP_020,5,020_05.png,020_05.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,0.0,-5.5,0.0,2540.999,1509.625,1962.29761,1482.63086,2538.2854,1511.715,1964.56055,1485.445,2411,1449,2661,1580,1844,1425,2065,1552
020_06,HP_020,6,020_06.png,020_06.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,11.0,-5.5,0.0,2578.08374,1510.40735,1996.66309,1482.64209,2569.332,1512.36792,1993.33472,1485.454,2411,1447,2661,1579,1844,1424,2069,1551
020_07,HP_020,7,020_07.png,020_07.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,11.0,0.0,0.0,2579.48438,1528.87537,1997.87524,1499.90417,2570.496,1527.82666,1994.34583,1499.90771,2411,1464,2661,1586,1844,1439,2069,1557
020_08,HP_020,8,020_08.png,020_08.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,0.0,0.0,0.0,2541.081,1528.27881,1962.288,1500.3103,2538.351,1527.32629,1964.5553,1500.2478,2411,1468,2660,1588,1844,1442,2065,1558
020_09,HP_020,9,020_09.png,020_09.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,-11.0,0.0,0.0,2505.6377,1527.74792,1928.64355,1500.70374,2508.686,1526.884,1936.3678,1500.57739,2411,1468,2660,1588,1844,1444,2065,1560
020_10,HP_020,10,020_10.png,020_10.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,-11.0,5.5,0.0,2505.45654,1545.4425,1928.345,1517.8064,2508.535,1541.69653,1936.11963,1514.90186,2410,1492,2660,1597,1845,1468,2066,1569
020_11,HP_020,11,020_11.png,020_11.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,0.0,5.5,0.0,2541.15381,1547.74951,1962.288,1518.862,2538.41162,1543.61841,1964.55591,1515.77637,2410,1492,2660,1598,1845,1466,2066,1566
020_12,HP_020,12,020_12.png,020_12.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,11.0,5.5,0.0,2579.83228,1548.10864,1998.24927,1517.97681,2570.78662,1543.92371,1994.65784,1515.03589,2410,1489,2660,1595,1845,1459,2070,1564
020_13,HP_020,13,020_13.png,020_13.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,11.0,11.0,0.0,2579.036,1566.45483,1997.70471,1535.5061,2570.12817,1559.28467,1994.20374,1529.71191,2410,1505,2659,1602,1845,1479,2070,1571
020_14,HP_020,14,020_14.png,020_14.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,0.0,11.0,0.0,2541.21362,1566.39038,1962.29785,1536.78149,2538.464,1559.22192,1964.56287,1530.779,2410,1506,2659,1606,1845,1485,2066,1574
020_15,HP_020,15,020_15.png,020_15.png,17.5233,-14.2905,-4.6851,5.6407,11.3181,40.5234,-11.0,11.0,0.0,2506.09448,1562.54736,1928.8927,1534.37012,2509.06714,1556.0188,1936.57471,1528.77759,2410,1505,2659,1605,1845,1485,2066,1577
021_01,HP_021,1,021_01.png,021_01.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,11.0,-11.0,0.0,3126.434,694.01355,2500.74585,724.411,3116.65552,700.032,2496.85,730.2803,2955,650,3216,800,2343,685,2583,829
021_02,HP_021,2,021_02.png,021_02.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,0.0,-11.0,0.0,3084.85742,695.981445,2462.47388,725.5366,3081.87329,701.6738,2464.814,731.2129,2954,649,3216,800,2343,683,2579,829
021_03,HP_021,3,021_03.png,021_03.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,-11.0,-11.0,0.0,3050.203,700.9154,2429.83887,729.8867,3052.866,705.785767,2437.45679,734.8336,2955,652,3216,800,2343,685,2579,829
021_04,HP_021,4,021_04.png,021_04.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,-11.0,-5.5,0.0,3049.763,717.938354,2429.259,745.9137,3052.49829,720.0404,2436.97461,748.2644,2955,659,3216,802,2343,690,2579,831
021_05,HP_021,5,021_05.png,021_05.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,0.0,-5.5,0.0,3084.885,715.3397,2462.46338,743.6489,3081.89478,717.8734,2464.80664,746.37915,2955,657,3216,802,2343,689,2579,831
021_06,HP_021,6,021_06.png,021_06.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,11.0,-5.5,0.0,3127.37354,714.279053,2501.591,743.0973,3117.436,716.988647,2497.555,745.9221,2955,658,3216,802,2343,691,2583,831
021_07,HP_021,7,021_07.png,021_07.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,11.0,0.0,0.0,3126.94556,735.448853,2501.32837,762.637451,3117.08276,734.6986,2497.33643,762.274658,2956,675,3215,807,2343,703,2582,835
021_08,HP_021,8,021_08.png,021_08.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,0.0,0.0,0.0,3084.90015,735.439331,2462.463,762.5735,3081.90869,734.6913,2464.80518,762.2217,2956,672,3215,807,2343,700,2580,834
021_09,HP_021,9,021_09.png,021_09.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,-11.0,0.0,0.0,3050.041,735.421631,2429.42334,762.5123,3052.73,734.6792,2437.11084,762.172,2956,672,3215,806,2343,700,2580,834
021_10,HP_021,10,021_10.png,021_10.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,-11.0,5.5,0.0,3051.00049,752.2958,2430.3042,778.5906,3053.531,748.811646,2437.84277,775.6465,2955,689,3215,811,2343,715,2580,840
021_11,HP_021,11,021_11.png,021_11.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,0.0,5.5,0.0,3084.903,754.635254,2462.471,780.7594,3081.915,750.7588,2464.80957,777.450439,2955,693,3215,815,2343,718,2580,840
021_12,HP_021,12,021_12.png,021_12.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,11.0,5.5,0.0,3125.24731,755.5454,2500.01318,781.383057,3115.67554,751.517944,2496.24,777.967163,2955,698,3215,816,2343,721,2584,840
021_13,HP_021,13,021_13.png,021_13.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,11.0,11.0,0.0,3122.67236,773.0785,2497.92676,798.026367,3113.54,766.2052,2494.49976,791.910645,2955,722,3214,824,2344,741,2584,847
021_14,HP_021,14,021_14.png,021_14.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,0.0,11.0,0.0,3084.89648,771.642944,2462.486,796.9673,3081.91479,765.0062,2464.818,791.032349,2955,717,3214,823,2344,739,2580,847
021_15,HP_021,15,021_15.png,021_15.png,-8.0183,-17.1084,3.5258,12.4474,-1.7833,41.3414,-11.0,11.0,0.0,3052.49487,767.675049,2431.747,793.237549,3054.78,761.6991,2439.04346,787.9276,2955,709,3215,819,2344,733,2580,847
022_01,HP_022,1,022_01.png,022_01.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,11.0,-11.0,0.0,2981.82422,925.8345,2364.72266,901.5836,2971.82227,931.728638,2360.97119,907.6526,2792,878,3067,1028,2206,859,2430,999
022_02,HP_022,2,022_02.png,022_02.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,0.0,-11.0,0.0,2938.51123,926.8894,2327.28076,902.272339,2935.58813,932.609741,2329.627,908.222168,2792,876,3067,1028,2206,859,2427,999
022_03,HP_022,3,022_03.png,022_03.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,-11.0,-11.0,0.0,2901.493,931.6185,2294.40161,906.3279,2904.60718,936.5502,2302.068,911.5968,2792,879,3067,1029,2206,858,2426,999
022_04,HP_022,4,022_04.png,022_04.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,-11.0,-5.5,0.0,2900.72144,949.4088,2293.479,922.5231,2903.963,951.444458,2301.30078,925.168945,2792,888,3067,1032,2206,867,2425,1002
022_05,HP_022,5,022_05.png,022_05.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,0.0,-5.5,0.0,2938.67676,946.8993,2327.274,920.2865,2935.72388,949.3528,2329.62354,923.308,2792,886,3067,1031,2206,866,2427,1001
022_06,HP_022,6,022_06.png,022_06.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,11.0,-5.5,0.0,2983.588,946.400146,2365.99243,919.8889,2973.28735,948.936157,2362.02979,922.97876,2792,886,3067,1031,2206,866,2430,1001
022_07,HP_022,7,022_07.png,022_07.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,11.0,0.0,0.0,2983.91138,968.511841,2366.21387,939.4801,2973.55859,967.4309,2362.21436,939.3745,2791,901,3066,1036,2206,878,2428,1005
022_08,HP_022,8,022_08.png,022_08.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,0.0,0.0,0.0,2938.82715,968.2865,2327.28,939.567139,2935.84985,967.2428,2329.62915,939.447754,2791,903,3066,1038,2206,879,2426,1006
022_09,HP_022,9,022_09.png,022_09.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,-11.0,0.0,0.0,2900.766,968.0963,2293.332,939.641846,2904.00049,967.0873,2301.17871,939.510742,2791,903,3066,1038,2206,880,2425,1007
022_10,HP_022,10,022_10.png,022_10.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,-11.0,5.5,0.0,2901.65356,986.4343,2293.992,956.512451,2904.74121,982.440552,2301.72729,953.646,2791,924,3065,1046,2206,898,2425,1014
022_11,HP_022,11,022_11.png,022_11.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,0.0,5.5,0.0,2938.95557,989.158569,2327.29932,958.509155,2935.96021,984.706543,2329.64355,955.3058,2791,926,3065,1047,2206,898,2427,1012
022_12,HP_022,12,022_12.png,022_12.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,11.0,5.5,0.0,2982.70581,990.011963,2365.3335,958.7273,2972.56226,985.4198,2361.48071,955.484741,2791,924,3065,1044,2206,896,2429,1011
022_13,HP_022,13,022_13.png,022_13.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,11.0,11.0,0.0,2980.30371,1009.00305,2363.55347,976.152832,2970.57275,1001.32385,2359.99658,970.079346,2791,947,3065,1052,2207,918,2430,1018
022_14,HP_022,14,022_14.png,022_14.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,0.0,11.0,0.0,2939.05859,1007.822,2327.329,975.657959,2936.052,1000.33508,2329.66479,969.671753,2791,948,3065,1056,2207,922,2427,1019
022_15,HP_022,15,022_15.png,022_15.png,-2.3419,-25.6391,-2.6957,11.7813,1.8755,40.0406,-11.0,11.0,0.0,2903.249,1003.27783,2295.33423,972.0554,2906.07324,996.5502,2302.84326,966.6747,2791,945,3065,1055,2207,921,2426,1021
023_01,HP_023,1,023_01.png,023_01.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,11.0,-11.0,0.0,2925.35425,1172.22217,2239.759,1162.19507,2913.922,1179.2334,2235.16577,1169.1355,2725,1133,3016,1298,2065,1129,2313,1283
023_02,HP_023,2,023_02.png,023_02.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,0.0,-11.0,0.0,2875.50562,1173.16431,2195.71167,1161.77881,2872.231,1180.02393,2198.30835,1168.78223,2725,1131,3016,1298,2065,1126,2310,1282
023_03,HP_023,3,023_03.png,023_03.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,-11.0,-11.0,0.0,2832.22339,1179.10425,2156.23169,1166.20532,2836.02319,1184.9718,2165.23145,1172.45947,2725,1136,3016,1299,2065,1125,2310,1283
023_04,HP_023,4,023_04.png,023_04.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,-11.0,-5.5,0.0,2830.53345,1199.596,2154.35449,1185.164,2834.61353,1202.12207,2163.67188,1188.34253,2725,1142,3016,1301,2065,1132,2309,1285
023_05,HP_023,5,023_05.png,023_05.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,0.0,-5.5,0.0,2875.62549,1196.04993,2195.703,1182.74255,2872.32568,1199.168,2198.306,1186.33228,2725,1140,3016,1301,2065,1133,2309,1284
023_06,HP_023,6,023_06.png,023_06.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,11.0,-5.5,0.0,2928.50879,1195.33032,2242.18335,1183.16089,2916.53735,1198.56543,2237.18481,1186.68445,2725,1142,3016,1301,2065,1135,2314,1285
023_07,HP_023,7,023_07.png,023_07.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,11.0,0.0,0.0,2929.9292,1221.4397,2243.309,1206.55957,2917.716,1220.39233,2238.122,1206.25537,2726,1156,3016,1305,2065,1146,2313,1288
023_08,HP_023,8,023_08.png,023_08.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,0.0,0.0,0.0,2875.73071,1221.68921,2195.70874,1206.27112,2872.41113,1220.60083,2198.313,1206.01428,2726,1155,3016,1305,2065,1144,2309,1288
023_09,HP_023,9,023_09.png,023_09.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,-11.0,0.0,0.0,2829.89282,1221.85889,2153.51,1206.00391,2834.079,1220.74731,2162.9707,1205.79187,2726,1155,3016,1305,2065,1144,2309,1288
023_10,HP_023,10,023_10.png,023_10.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,-11.0,5.5,0.0,2830.47729,1244.22217,2153.908,1227.08252,2834.566,1239.458,2163.30054,1223.44019,2726,1175,3015,1312,2066,1162,2309,1295
023_11,HP_023,11,023_11.png,023_11.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,0.0,5.5,0.0,2875.8125,1247.52783,2195.732,1230.12939,2872.48169,1242.20178,2198.3313,1225.9707,2726,1178,3015,1315,2066,1164,2310,1294
023_12,HP_023,12,023_12.png,023_12.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,11.0,5.5,0.0,2929.14136,1247.75977,2242.827,1230.25659,2917.067,1242.39734,2237.72144,1226.07471,2726,1180,3015,1312,2066,1165,2314,1294
023_13,HP_023,13,023_13.png,023_13.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,11.0,11.0,0.0,2926.391,1271.28687,2240.86816,1251.9408,2914.792,1262.08569,2236.09058,1244.22278,2726,1209,3014,1323,2067,1190,2315,1301
023_14,HP_023,14,023_14.png,023_14.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,0.0,11.0,0.0,2875.86768,1270.82739,2195.76953,1251.88159,2872.53442,1261.697,2198.359,1244.17822,2726,1207,3014,1326,2067,1191,2310,1301
023_15,HP_023,15,023_15.png,023_15.png,-3.5092,-19.1174,1.1369,9.2692,4.1332,37.5976,-11.0,11.0,0.0,2832.188,1264.93262,2155.45874,1246.63586,2835.99243,1256.79565,2164.58813,1239.81982,2726,1202,3015,1321,2067,1187,2310,1304
024_01,HP_024,1,024_01.png,024_01.png,5.247,-13.0924,1.8618,8.6753,8.164,42.2772,11.0,-11.0,0.0,2789.78857,1376.00293,2209.42188,1388.76379,2781.39917,1380.8313,2206.347,1393.76782,2630,1330,2877,1473,2061,1347,2289,1486
024_02,HP_024,2,024_02.png,024_02.png,5.247,-13.0924,1.8618,8.6753,8.164,42.2772,0.0,-11.0,0.0,2755.10547,1376.33057,2176.89575,1388.77661,2752.357,1381.10718,2179.10425,1393.77539,2629,1328,2877,1473,2061,1345,2286,1486
