sample_id,hp_folder,image_number,left_image,right_image,head_rot_x,head_rot_y,head_rot_z,head_pos_x,head_pos_y,head_pos_z,look_at_x,look_at_y,look_at_z,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,left_iris_x,left_iris_y,right_iris_x,right_iris_y,left_crop_xmin,left_crop_ymin,left_crop_xmax,left_crop_ymax,right_crop_xmin,right_crop_ymin,right_crop_xmax,right_crop_ymax,gaze_world_x,gaze_world_y,gaze_world_z,gaze_world_yaw,gaze_world_pitch,target_horizontal,target_vertical,target_direction,head_yaw,head_pitch,head_roll
014_10,HP_014,10,014_10.png,014_10.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,5.5,0.0,2284.24341,1281.89111,1674.21521,1261.41992,2287.7876,1277.87378,1683.17944,1257.98718,2204,1225,2444,1334,1590,1207,1837,1318,-0.28278516207846305,-0.029819610932050534,-0.9587196372830372,-16.434017807518906,-1.7087911624304875,LEFT,UP,UP_LEFT,0.69262,8.5996,-1.6157
014_11,HP_014,11,014_11.png,014_11.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,5.5,0.0,2322.906,1283.81873,1714.17847,1262.45483,2320.14063,1279.47974,1716.63867,1258.84338,2204,1227,2444,1338,1590,1205,1837,1316,-0.02035703007573926,-0.031082101162134064,-0.9993095087678504,-1.167016420583481,-1.7811600891053156,CENTER,UP,UP_CENTER,0.69262,8.5996,-1.6157
014_12,HP_014,12,014_12.png,014_12.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,5.5,0.0,2362.883,1283.346,1754.31982,1260.96619,2353.608,1279.09351,1750.22693,1257.602,2204,1224,2444,1336,1590,1200,1840,1313,0.24627033363365705,-0.03013105298219911,-0.9687326991581069,14.263532276389958,-1.7266434996874318,RIGHT,UP,UP_RIGHT,0.69262,8.5996,-1.6157
014_13,HP_014,13,014_13.png,014_13.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,11.0,0.0,2361.329,1301.90234,1753.05969,1279.67969,2352.31934,1294.6355,1749.17639,1273.2688,2203,1244,2444,1345,1590,1224,1841,1321,0.24508762483844462,0.1023771503035901,-0.9640803780011116,14.263532276389956,5.876073879407,RIGHT,UP,UP_RIGHT,0.69262,8.5996,-1.6157
014_14,HP_014,14,014_14.png,014_14.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,11.0,0.0,2322.88013,1303.139,1714.18848,1282.10327,2320.1228,1295.65479,1716.644,1275.29028,2203,1246,2444,1347,1591,1229,1837,1326,-0.02025304475611467,0.10557612478556944,-0.9942049567636286,-1.167016420583481,6.060360579455251,CENTER,UP,UP_CENTER,0.69262,8.5996,-1.6157
014_15,HP_014,15,014_15.png,014_15.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,11.0,0.0,2285.4812,1300.02954,1675.58691,1279.96484,2288.81982,1293.06226,1684.31787,1273.518,2203,1244,2444,1343,1591,1229,1837,1328,-0.2814548243244789,0.10132893897596432,-0.954209425645378,-16.434017807518906,5.815701823888486,LEFT,UP,UP_LEFT,0.69262,8.5996,-1.6157
015_01,HP_015,1,015_01.png,015_01.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,-11.0,0.0,2113.33545,1459.8103,1542.30652,1497.59375,2105.60449,1464.34033,1539.2644,1502.52258,1974,1409,2197,1549,1389,1449,1635,1594,0.2814449715201569,-0.4299678286921306,-0.8578556954965054,18.16360920116328,-25.465518488127017,RIGHT,DOWN,DOWN_RIGHT,9.6439,8.3596,4.2304
015_02,HP_015,2,015_02.png,015_02.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,-11.0,0.0,2081.71021,1457.9314,1509.24878,1495.55322,2079.10327,1462.77661,1511.58081,1500.82,1974,1408,2197,1549,1389,1447,1635,1594,0.05736664190083077,-0.4473425092638456,-0.8925210069250741,3.677618042328315,-26.57330951364771,CENTER,DOWN,DOWN_CENTER,9.6439,8.3596,4.2304
015_03,HP_015,3,015_03.png,015_03.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,-11.0,0.0,2049.44458,1458.98254,1475.12122,1496.61572,2052.0813,1463.65527,1482.99365,1501.70215,1974,1411,2197,1549,1389,1448,1635,1594,-0.17560650493920282,-0.4411174447620622,-0.8801009915626882,-11.28403397604519,-26.175200262643852,LEFT,DOWN,DOWN_LEFT,9.6439,8.3596,4.2304
015_04,HP_015,4,015_04.png,015_04.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,-5.5,0.0,2047.78174,1474.371,1473.05261,1512.53442,2050.69287,1476.54614,1481.27417,1515.03906,1974,1417,2197,1551,1389,1454,1635,1595,-0.18397852401553233,-0.34052578575131753,-0.9220597008542961,-11.28403397604519,-19.90891100803698,LEFT,DOWN,DOWN_LEFT,9.6439,8.3596,4.2304
015_05,HP_015,5,015_05.png,015_05.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,-5.5,0.0,2081.71167,1473.78,1509.20557,1511.90771,2079.1,1476.05273,1511.54883,1514.51855,1975,1416,2197,1551,1389,1453,1635,1596,0.060185147049268216,-0.3458114006775106,-0.936371840262252,3.677618042328315,-20.231334543370934,CENTER,DOWN,DOWN_CENTER,9.6439,8.3596,4.2304
015_06,HP_015,6,015_06.png,015_06.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,-5.5,0.0,2114.99268,1474.90674,1544.00854,1513.116,2106.98242,1476.99072,1540.68518,1515.52612,1975,1418,2197,1552,1389,1456,1635,1597,0.29414706391403006,-0.33111299488536805,-0.8965721886210823,18.163609201163283,-19.336343669768002,RIGHT,DOWN,DOWN_RIGHT,9.6439,8.3596,4.2304
015_07,HP_015,7,015_07.png,015_07.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,0.0,0.0,2116.027,1491.66846,1545.12219,1530.366,2107.842,1491.02954,1541.61462,1529.969,1976,1433,2197,1558,1390,1468,1636,1601,0.3040906253758467,-0.22004841541970593,-0.9268805675111561,18.163609201163283,-12.711876679790707,RIGHT,CENTER,CENTER_RIGHT,9.6439,8.3596,4.2304
015_08,HP_015,8,015_08.png,015_08.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,0.0,0.0,2081.70361,1491.55273,1509.16846,1530.41541,2079.09082,1490.93115,1511.52026,1530.00964,1976,1431,2197,1557,1390,1466,1635,1600,0.062414710236003874,-0.23053689826471893,-0.9710598037632071,3.677618042328316,-13.328683243398263,CENTER,CENTER,CENTER_CENTER,9.6439,8.3596,4.2304
015_09,HP_015,9,015_09.png,015_09.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,0.0,0.0,2046.71973,1491.42969,1471.66553,1530.46362,2049.8064,1490.82861,1480.12158,1530.05066,1975,1429,2197,1555,1389,1465,1635,1600,-0.19057601242140312,-0.2267538215318929,-0.9551248546186198,-11.28403397604519,-13.106030638463483,LEFT,CENTER,CENTER_LEFT,9.6439,8.3596,4.2304
015_10,HP_015,10,015_10.png,015_10.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,5.5,0.0,2046.46289,1509.13867,1471.25269,1549.24878,2049.5918,1505.653,1479.7782,1545.77539,1975,1448,2197,1562,1390,1484,1635,1608,-0.1946338611326663,-0.10291623039711281,-0.9754618955251089,-11.284033976045189,-5.907124909301255,LEFT,UP,UP_LEFT,9.6439,8.3596,4.2304
015_11,HP_015,11,015_11.png,015_11.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,5.5,0.0,2081.684,1510.08081,1509.14087,1549.85718,2079.074,1506.43921,1511.498,1546.27832,1976,1452,2197,1564,1390,1486,1635,1608,0.0637898807545552,-0.1047090863786854,-0.9924549653979573,3.677618042328316,-6.010406046187821,CENTER,UP,UP_CENTER,9.6439,8.3596,4.2304
015_12,HP_015,12,015_12.png,015_12.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,5.5,0.0,2116.22046,1509.06116,1545.43762,1548.35107,2108.00342,1505.595,1541.87756,1545.02417,1976,1455,2197,1566,1390,1487,1637,1607,0.3101768065559056,-0.09974786917357298,-0.9454314947525877,18.163609201163283,-5.724651853306411,RIGHT,UP,UP_RIGHT,9.6439,8.3596,4.2304
015_13,HP_015,13,015_13.png,015_13.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,11.0,0.0,2115.51465,1525.77588,1544.88318,1565.79419,2107.41772,1519.59668,1541.41516,1559.62866,1976,1476,2197,1574,1391,1508,1637,1614,0.31163348187310247,0.025074010679580108,-0.9498715002378412,18.16360920116328,1.4367855668535428,RIGHT,UP,UP_RIGHT,9.6439,8.3596,4.2304
015_14,HP_015,14,015_14.png,015_14.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,11.0,0.0,2081.653,1527.84973,1509.125,1568.589,2079.05,1521.31653,1511.4834,1561.9574,1976,1476,2197,1573,1391,1509,1636,1618,0.06412023450451962,0.026333771918631666,-0.9975946711884656,3.677618042328316,1.5089884296275127,CENTER,UP,UP_CENTER,9.6439,8.3596,4.2304
015_15,HP_015,15,015_15.png,015_15.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,11.0,0.0,2047.07019,1526.21252,1471.91431,1567.35034,2050.09814,1519.94958,1480.32666,1560.93213,1975,1472,2197,1570,1391,1506,1635,1617,-0.1956073480728152,0.02587831680954671,-0.9803407969165749,-11.28403397604519,1.4828838769171158,LEFT,UP,UP_LEFT,9.6439,8.3596,4.2304
016_01,HP_016,1,016_01.png,016_01.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,11.0,-11.0,0.0,2569.40332,672.186035,1920.678,613.74,2558.55273,678.7921,1916.08,620.8168,2375,635,2650,798,1747,580,1989,735,0.1476626822537394,-0.1896361295664319,-0.97068731867306,8.649622341298247,-10.931549903893675,RIGHT,DOWN,DOWN_RIGHT,-13.7954,-16.9951,-3.083
016_02,HP_016,2,016_02.png,016_02.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,0.0,-11.0,0.0,2520.74756,671.301147,1876.847,611.430054,2517.851,678.0642,1879.4126,618.8893,2375,633,2650,798,1747,578,1987,735,-0.12657418735417655,-0.190195882355105,-0.9735525160107147,-7.407627468234624,-10.964215886463956,CENTER,DOWN,DOWN_CENTER,-13.7954,-16.9951,-3.083
016_03,HP_016,3,016_03.png,016_03.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,-11.0,0.0,2475.929,676.5397,1834.95764,614.877563,2480.36475,682.427,1844.33752,621.747559,2375,635,2650,799,1747,577,1987,735,-0.3749843341034047,-0.17774710152668013,-0.9098311475630466,-22.39886936611909,-10.238562255567334,LEFT,DOWN,DOWN_LEFT,-13.7954,-16.9951,-3.083
016_04,HP_016,4,016_04.png,016_04.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,-5.5,0.0,2475.28882,698.194336,1834.01733,635.592163,2479.831,700.544067,1843.55713,639.0902,2375,643,2650,801,1747,585,1986,737,-0.38057292144982713,-0.05013596474062723,-0.9233908362652676,-22.398869366119094,-2.8737839710567776,LEFT,DOWN,DOWN_LEFT,-13.7954,-16.9951,-3.083
016_05,HP_016,5,016_05.png,016_05.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,0.0,-5.5,0.0,2520.918,695.244263,1876.84058,633.9514,2517.9917,698.0853,1879.40942,637.731445,2375,643,2650,801,1747,587,1986,737,-0.1287411359751436,-0.05376447242962744,-0.9902197238048701,-7.407627468234626,-3.0819633725577646,CENTER,DOWN,DOWN_CENTER,-13.7954,-16.9951,-3.083
016_06,HP_016,6,016_06.png,016_06.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,11.0,-5.5,0.0,2570.72485,695.535156,1921.60742,635.3944,2559.65137,698.323242,1916.85437,638.9354,2375,643,2650,801,1747,587,1990,737,0.15017542627067537,-0.053600802541290286,-0.9872052954230699,8.649622341298247,-3.072572237141855,RIGHT,DOWN,DOWN_RIGHT,-13.7954,-16.9951,-3.083
016_07,HP_016,7,016_07.png,016_07.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,11.0,0.0,0.0,2570.22876,720.03,1921.15356,657.9685,2559.244,718.8096,1916.47644,657.8185,2375,652,2650,804,1747,596,1989,740,0.14984128936396884,0.08547092666451576,-0.9850087861013488,8.649622341298247,4.903105531171444,RIGHT,CENTER,CENTER_RIGHT,-13.7954,-16.9951,-3.083
016_08,HP_016,8,016_08.png,016_08.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,0.0,0.0,0.0,2521.06421,720.3734,1876.85181,657.600952,2518.11621,719.0945,1879.4176,657.511,2375,653,2650,804,1747,596,1986,740,-0.12845294375980187,0.0857307465049883,-0.9880030770919382,-7.407627468234626,4.918046953817722,CENTER,CENTER,CENTER_CENTER,-13.7954,-16.9951,-3.083
016_09,HP_016,9,016_09.png,016_09.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,0.0,0.0,2475.92383,720.632446,1834.41528,657.239746,2480.35938,719.314941,1843.88733,657.209,2375,655,2650,805,1747,596,1984,740,-0.3798317803968929,0.07996819318319302,-0.9215925925698091,-22.39886936611909,4.586737481953255,LEFT,CENTER,CENTER_LEFT,-13.7954,-16.9951,-3.083
016_10,HP_016,10,016_10.png,016_10.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,5.5,0.0,2477.74121,741.9735,1836.04675,677.876465,2481.874,737.1763,1845.24146,674.4867,2374,673,2649,811,1747,614,1984,746,-0.3728692320431947,0.2061257499012324,-0.9046992378813927,-22.39886936611909,11.895407313609082,LEFT,UP,UP_LEFT,-13.7954,-16.9951,-3.083
016_11,HP_016,11,016_11.png,016_11.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,0.0,5.5,0.0,2521.18066,744.003052,1876.87878,679.9608,2518.21875,738.86145,1879.43628,676.219238,2374,672,2649,812,1747,613,1984,746,-0.12575773809419274,0.22038243504922542,-0.9672727503818177,-7.407627468234626,12.731496230125723,CENTER,UP,UP_CENTER,-13.7954,-16.9951,-3.083
016_12,HP_016,12,016_12.png,016_12.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,11.0,5.5,0.0,2568.05542,743.0779,1919.43213,679.4144,2557.445,738.0963,1915.04248,675.7643,2374,670,2649,809,1747,611,1988,744,0.14671574894204276,0.21974214625308716,-0.9644624814747654,8.64962234129825,12.693888460096401,RIGHT,UP,UP_RIGHT,-13.7954,-16.9951,-3.083
016_13,HP_016,13,016_13.png,016_13.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,11.0,11.0,0.0,2564.78247,762.803,1916.83667,698.2041,2554.73267,754.6217,1912.87891,691.501343,2374,692,2648,816,1748,631,1988,750,0.14128825478639764,0.3426341422050642,-0.9287838681064685,8.649622341298247,20.037441744597157,RIGHT,UP,UP_RIGHT,-13.7954,-16.9951,-3.083
016_14,HP_016,14,016_14.png,016_14.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,0.0,11.0,0.0,2521.26782,764.191162,1876.91614,699.284058,2518.2998,755.77,1879.46143,692.4026,2374,695,2648,820,1748,635,1985,753,-0.12107989452664883,0.343559722029245,-0.9312928521902246,-7.407627468234624,20.09390061862778,CENTER,UP,UP_CENTER,-13.7954,-16.9951,-3.083
016_15,HP_016,15,016_15.png,016_15.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,11.0,0.0,2480.39746,760.766846,1838.5354,696.0359,2484.0896,752.9197,1847.30859,689.7025,2374,695,2648,819,1748,637,1984,754,-0.3606516060407684,0.3228133745002786,-0.8750553949916299,-22.39886936611909,18.83315145801923,LEFT,UP,UP_LEFT,-13.7954,-16.9951,-3.083
017_01,HP_017,1,017_01.png,017_01.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,-11.0,0.0,2473.86743,924.6361,1868.28955,958.0714,2464.68555,930.3069,1864.38879,963.8596,2315,886,2558,1036,1708,923,1954,1073,0.18900440527197762,-0.26510658544521265,-0.9455135287986979,11.30420469967089,-15.373286216497085,RIGHT,DOWN,DOWN_RIGHT,-1.7767,-9.7919,3.6548
017_02,HP_017,2,017_02.png,017_02.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,-11.0,0.0,2434.719,923.830566,1829.75049,956.1575,2431.911,929.642456,1832.13342,962.261353,2315,884,2558,1035,1708,919,1953,1072,-0.0634801300742899,-0.26942799840010817,-0.9609260256460237,-3.779548357965848,-15.630232267730648,CENTER,DOWN,DOWN_CENTER,-1.7767,-9.7919,3.6548
017_03,HP_017,3,017_03.png,017_03.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,-11.0,0.0,2397.56177,927.2051,1792.36157,958.5741,2400.81226,932.4569,1800.81763,964.2671,2315,887,2558,1036,1708,919,1953,1071,-0.30450816305469297,-0.2571514370681871,-0.9171411652776374,-18.36713965584791,-14.901105387769164,LEFT,DOWN,DOWN_LEFT,-1.7767,-9.7919,3.6548
017_04,HP_017,4,017_04.png,017_04.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,-5.5,0.0,2396.53,945.2434,1791.03113,976.5132,2399.95117,947.5581,1799.71228,979.2915,2316,894,2558,1038,1708,927,1953,1074,-0.312065889763558,-0.13854654705655942,-0.9399041093349808,-18.36713965584791,-7.963749915925662,LEFT,DOWN,DOWN_LEFT,-1.7767,-9.7919,3.6548
017_05,HP_017,5,017_05.png,017_05.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,-5.5,0.0,2434.72559,943.249,1829.721,975.337158,2431.91357,945.8943,1832.11145,978.3165,2316,891,2558,1038,1708,926,1953,1074,-0.0652160708192367,-0.14551874335962953,-0.9872037071637922,-3.7795483579658486,-8.367319614907942,CENTER,DOWN,DOWN_CENTER,-1.7767,-9.7919,3.6548
017_06,HP_017,6,017_06.png,017_06.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,-5.5,0.0,2475.22046,943.5332,1869.57666,976.569336,2465.809,946.127563,1865.462,979.3451,2316,893,2558,1038,1708,929,1955,1074,0.19400190772332976,-0.1430586028471755,-0.9705140369675871,11.30420469967089,-8.224873298088863,RIGHT,DOWN,DOWN_RIGHT,-1.7767,-9.7919,3.6548
017_07,HP_017,7,017_07.png,017_07.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,0.0,0.0,2475.3938,963.778564,1869.83728,996.374756,2465.954,963.071045,1865.67944,995.918945,2317,905,2558,1041,1708,938,1955,1077,0.19599849629042096,-0.014144976569252087,-0.980502171894458,11.304204699670892,-0.8104744869333432,RIGHT,CENTER,CENTER_RIGHT,-1.7767,-9.7919,3.6548
017_08,HP_017,8,017_08.png,017_08.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,0.0,0.0,2434.71924,964.0669,1829.70239,996.0748,2431.9082,963.311035,1832.09631,995.6675,2317,902,2558,1041,1708,935,1953,1076,-0.06591090402598013,-0.014393389856597577,-0.9977216961953438,-3.7795483579658486,-0.8247089691221468,CENTER,CENTER,CENTER_CENTER,-1.7767,-9.7919,3.6548
017_09,HP_017,9,017_09.png,017_09.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,0.0,0.0,2396.409,964.3109,1790.7229,995.757935,2399.84985,963.5167,1799.45581,995.403564,2317,903,2558,1040,1708,935,1953,1076,-0.31507525507754586,-0.013690055740634803,-0.9489679478315575,-18.367139655847907,-0.7844069184855419,LEFT,CENTER,CENTER_LEFT,-1.7767,-9.7919,3.6548
017_10,HP_017,10,017_10.png,017_10.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,5.5,0.0,2397.23657,983.008057,1791.5155,1014.75537,2400.54,979.1687,1800.11328,1011.31018,2317,919,2558,1045,1709,949,1953,1082,-0.3131290388325539,0.11180756391710249,-0.9431061836774923,-18.36713965584791,6.419524215509098,LEFT,UP,UP_LEFT,-1.7767,-9.7919,3.6548
017_11,HP_017,11,017_11.png,017_11.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,5.5,0.0,2434.7002,984.4231,1829.69617,1016.50513,2431.895,980.345337,1832.08923,1012.76392,2317,921,2558,1047,1709,951,1953,1081,-0.0654613034607258,0.11747552358748334,-0.9909158991090362,-3.779548357965848,6.746430156914642,CENTER,UP,UP_CENTER,-1.7767,-9.7919,3.6548
017_12,HP_017,12,017_12.png,017_12.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,5.5,0.0,2474.32349,983.589355,1868.99866,1015.90149,2465.067,979.6544,1864.98059,1012.26172,2317,924,2558,1048,1709,953,1956,1082,0.19470682396056888,0.11547489762939829,-0.97404045127534,11.304204699670892,6.631017165868082,RIGHT,UP,UP_RIGHT,-1.7767,-9.7919,3.6548
017_13,HP_017,13,017_13.png,017_13.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,11.0,11.0,0.0,2472.25513,1001.36084,1867.23828,1033.66809,2463.35083,994.5421,1863.513,1027.14075,2317,947,2557,1056,1709,973,1956,1087,0.19031449354575908,0.23947463988042647,-0.9520673770277822,11.304204699670892,13.855535267572243,RIGHT,UP,UP_RIGHT,-1.7767,-9.7919,3.6548
017_14,HP_017,14,017_14.png,017_14.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,0.0,11.0,0.0,2434.67065,1002.64575,1829.70081,1034.89612,2431.87549,995.606567,1832.08911,1028.165,2317,945,2557,1055,1709,972,1953,1089,-0.06393476169911799,0.2434338924815303,-0.9678079800444754,-3.779548357965848,14.089300517741544,CENTER,UP,UP_CENTER,-1.7767,-9.7919,3.6548
017_15,HP_017,15,017_15.png,017_15.png,-9.7919,-1.7767,3.6548,2.7323,0.59667,41.36,-11.0,11.0,0.0,2398.855,1000.058,1793.23047,1032.05,2401.89014,993.4507,1801.5376,1025.79993,2317,939,2557,1052,1709,968,1953,1089,-0.3064928728168471,0.23219318676126288,-0.9231188671748212,-18.367139655847907,13.426228286081725,LEFT,UP,UP_LEFT,-1.7767,-9.7919,3.6548
018_01,HP_018,1,018_01.png,018_01.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,-11.0,0.0,2354.404,1040.90625,1776.18335,1057.56506,2345.76465,1046.017,1772.91406,1062.842,2187,996,2437,1139,1623,1017,1848,1157,0.17561123449453622,-0.31501807862291736,-0.9326973273576109,10.662998975095956,-18.36190518698996,RIGHT,DOWN,DOWN_RIGHT,-10.3639,-1.2287,2.1005
018_02,HP_018,2,018_02.png,018_02.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,-11.0,0.0,2317.77344,1039.47473,1742.1062,1055.95593,2315.0896,1044.82861,1744.38208,1061.49866,2186,993,2437,1139,1623,1014,1845,1156,-0.06902498950874232,-0.3192276660072523,-0.9451609641108123,-4.176888674416546,-18.616223836458158,CENTER,DOWN,DOWN_CENTER,-10.3639,-1.2287,2.1005
018_03,HP_018,3,018_03.png,018_03.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,-11.0,0.0,2282.18262,1041.85535,1708.37964,1057.80811,2285.29736,1046.81458,1716.1283,1063.03748,2187,994,2437,1139,1623,1014,1845,1156,-0.301975524535924,-0.3050523097328412,-0.903190938233944,-18.486995245704957,-17.7613110120167,LEFT,DOWN,DOWN_LEFT,-10.3639,-1.2287,2.1005
018_04,HP_018,4,018_04.png,018_04.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,-5.5,0.0,2281.10425,1058.85144,1707.11829,1074.17847,2284.39722,1061.04529,1715.08008,1076.75171,2187,1002,2437,1141,1623,1020,1845,1158,-0.311144924442048,-0.19272406199400305,-0.9306160711713956,-18.486995245704957,-11.111800201742513,LEFT,DOWN,DOWN_LEFT,-10.3639,-1.2287,2.1005
018_05,HP_018,5,018_05.png,018_05.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,-5.5,0.0,2317.86353,1057.52344,1742.10913,1073.17993,2315.162,1059.93738,1744.38733,1075.92212,2187,1001,2437,1141,1623,1020,1845,1158,-0.07133031992891051,-0.2022735010774414,-0.9767279130959212,-4.176888674416546,-11.669938766168519,CENTER,DOWN,DOWN_CENTER,-10.3639,-1.2287,2.1005
018_06,HP_018,6,018_06.png,018_06.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,-5.5,0.0,2355.84863,1058.31934,1777.4071,1074.11707,2346.96558,1060.59863,1773.9353,1076.70422,2187,1004,2437,1142,1623,1024,1848,1159,0.1813151506269919,-0.19942882196193,-0.9629916724063547,10.66299897509596,-11.503560091275103,RIGHT,DOWN,DOWN_RIGHT,-10.3639,-1.2287,2.1005
018_07,HP_018,7,018_07.png,018_07.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,0.0,0.0,2356.30347,1077.07,1777.83655,1091.8916,2347.34448,1076.295,1774.2937,1091.58423,2188,1019,2436,1146,1623,1034,1849,1162,0.18451219260524818,-0.07490555286868789,-0.9799716367984534,10.662998975095958,-4.295795617845007,RIGHT,CENTER,CENTER_RIGHT,-10.3639,-1.2287,2.1005
018_08,HP_018,8,018_08.png,018_08.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,0.0,0.0,2317.94238,1077.037,1742.12268,1091.858,2315.22754,1076.266,1744.39941,1091.55591,2188,1016,2436,1147,1623,1032,1845,1162,-0.07262517951090941,-0.07601287411173707,-0.9944584587956812,-4.176888674416546,-4.359421860424509,CENTER,CENTER,CENTER_CENTER,-10.3639,-1.2287,2.1005
018_09,HP_018,9,018_09.png,018_09.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,0.0,0.0,2280.85254,1076.99548,1706.6969,1091.81921,2284.18726,1076.23242,1714.73,1091.524,2188,1016,2436,1145,1623,1031,1845,1162,-0.3162595045857475,-0.07230226811862138,-0.9459134779587827,-18.486995245704957,-4.146232664244639,LEFT,CENTER,CENTER_LEFT,-10.3639,-1.2287,2.1005
018_10,HP_018,10,018_10.png,018_10.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,-11.0,5.5,0.0,2281.50317,1095.00171,1707.21643,1109.42822,2284.72974,1091.306,1715.16125,1106.27051,2189,1034,2436,1153,1624,1048,1845,1169,-0.3166710023578837,0.05135424363598882,-0.9471442434635966,-18.486995245704954,2.94367626101433,LEFT,UP,UP_LEFT,-10.3639,-1.2287,2.1005
018_11,HP_018,11,018_11.png,018_11.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,0.0,5.5,0.0,2318.00537,1096.38123,1742.147,1110.50269,2315.28223,1092.45508,1744.41882,1107.16223,2188,1038,2436,1155,1624,1049,1846,1168,-0.07272964452544538,0.05399718322323744,-0.9958889009378297,-4.176888674416546,3.0953161154622726,CENTER,UP,UP_CENTER,-10.3639,-1.2287,2.1005
018_12,HP_018,12,018_12.png,018_12.png,-1.2287,-10.3639,2.1005,3.0742,3.2176,42.0951,11.0,5.5,0.0,2355.65723,1095.64648,1777.3811,1109.63281,2346.80957,1091.8479,1773.914,1106.437,2188,1039,2436,1153,1624,1050,1850,1168,0.18476990501144375,0.05320836145223437,-0.981340385632646,10.662998975095958,3.0500548856585947,RIGHT,UP,UP_RIGHT,-10.3639,-1.2287,2.1005
