sample_id,hp_folder,image_number,left_image,right_image,head_rot_x,head_rot_y,head_rot_z,head_pos_x,head_pos_y,head_pos_z,look_at_x,look_at_y,look_at_z,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,left_iris_x,left_iris_y,right_iris_x,right_iris_y,left_crop_xmin,left_crop_ymin,left_crop_xmax,left_crop_ymax,right_crop_xmin,right_crop_ymin,right_crop_xmax,right_crop_ymax,gaze_world_x,gaze_world_y,gaze_world_z,gaze_world_yaw,gaze_world_pitch,target_horizontal,target_vertical,target_direction,head_yaw,head_pitch,head_roll,relative_yaw,relative_pitch
012_07,HP_012,7,012_07.png,012_07.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,11.0,0.0,0.0,2185.55347,868.3938,1596.20264,816.1837,2176.907,867.321167,1592.48523,816.1576,2030,803,2265,935,1435,753,1681,884,0.2863756312802035,0.0006040562327918,-0.958117233393144,16.64109735933291,0.0346098748323072,RIGHT,CENTER,CENTER_RIGHT,3.148,-4.2484,-4.6535,13.173304950367276,-5.110965005660402
012_08,HP_012,8,012_08.png,012_08.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,0.0,0.0,0.0,2148.21851,868.265259,1558.62024,816.2229,2145.641,867.2108,1561.03235,816.1902,2030,805,2265,936,1435,756,1677,885,0.0358001306614998,0.0006300574434197,-0.9993587712489632,2.05163520563267,0.0360996347471815,CENTER,CENTER,CENTER_CENTER,3.148,-4.2484,-4.6535,-1.4292509403676488,-4.107185276212776
012_09,HP_012,9,012_09.png,012_09.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,-11.0,0.0,0.0,2110.79175,868.1249,1519.82288,816.265,2114.31738,867.0945,1528.55139,816.2256,2030,807,2265,936,1435,757,1676,887,-0.2215980797339418,0.0006147871078967,-0.9751378944000902,-12.802915719273956,0.0352247088004813,LEFT,CENTER,CENTER_LEFT,3.148,-4.2484,-4.6535,-16.254970410249737,-2.8146889455695656
012_10,HP_012,10,012_10.png,012_10.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,-11.0,5.5,0.0,2111.85938,886.308838,1520.96606,835.0482,2115.20752,882.3187,1529.50049,831.9513,2029,828,2264,943,1435,781,1676,896,-0.2197803546567648,0.1278228812916795,-0.9671390317453018,-12.802915719273956,7.343803004425213,LEFT,UP,UP_LEFT,3.148,-4.2484,-4.6535,-15.56418344837981,4.461221326926025
012_11,HP_012,11,012_11.png,012_11.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,0.0,5.5,0.0,2148.20776,887.4387,1558.63013,835.771851,2145.63525,883.260864,1561.03821,832.5509,2030,826,2264,945,1435,777,1676,893,0.0354918901681502,0.1309440103701441,-0.990754254030976,2.05163520563267,7.524146457734321,CENTER,UP,UP_CENTER,3.148,-4.2484,-4.6535,-0.8407986277096461,3.357737625156284
012_12,HP_012,12,012_12.png,012_12.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,11.0,5.5,0.0,2184.396,886.5145,1595.23059,834.4221,2175.947,882.4973,1591.67456,831.4258,2030,822,2264,942,1435,771,1679,890,0.2841068744041438,0.1256273001580932,-0.950526730487521,16.641097359332914,7.216983006504368,RIGHT,UP,UP_RIGHT,3.148,-4.2484,-4.6535,13.588866218674873,2.059400454741166
012_13,HP_012,13,012_13.png,012_13.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,11.0,11.0,0.0,2182.46045,902.7095,1593.53394,850.9523,2174.34,896.071045,1590.25891,845.2722,2029,841,2264,950,1435,792,1680,897,0.2776507730816258,0.24495938786339,-0.9289267713360232,16.641097359332914,14.179433691100392,RIGHT,UP,UP_RIGHT,3.148,-4.2484,-4.6535,13.99517832207752,9.010110638090952
012_14,HP_012,14,012_14.png,012_14.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,0.0,11.0,0.0,2148.18872,904.4442,1558.64832,853.1902,2145.62451,897.508545,1561.04932,847.1388,2029,846,2263,953,1436,802,1676,901,0.034618208196926,0.2548320284202379,-0.9663654675910462,2.05163520563267,14.7636322771724,CENTER,UP,UP_CENTER,3.148,-4.2484,-4.6535,-0.2634300507425487,10.574534546572329
012_15,HP_012,15,012_15.png,012_15.png,-4.2484,3.148,-4.6535,-1.4979,-0.026362,41.8138,-11.0,11.0,0.0,2113.659,902.6743,1522.94385,851.8728,2116.709,896.03064,1531.14331,846.046631,2029,847,2263,951,1436,804,1676,904,-0.2146160841065056,0.2490433308827289,-0.9444137630221326,-12.802915719273956,14.420908666757574,LEFT,UP,UP_LEFT,3.148,-4.2484,-4.6535,-14.882264831425312,11.50607694376623
013_01,HP_013,1,013_01.png,013_01.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,11.0,-11.0,0.0,2169.82715,1205.421,1570.22058,1195.38232,2161.309,1210.39038,1566.72437,1201.0376,2017,1161,2254,1308,1409,1156,1659,1302,0.2774189406935701,-0.348182840779677,-0.8954370110348642,17.213714096416425,-20.376209751716303,RIGHT,DOWN,DOWN_RIGHT,4.4426,-0.93498,-0.90611,12.530802400473801,-21.468323876168245
013_02,HP_013,2,013_02.png,013_02.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,0.0,-11.0,0.0,2133.837,1203.41931,1533.77917,1192.72363,2131.16284,1208.727,1536.2179,1198.82031,2017,1161,2254,1308,1409,1153,1657,1302,0.0396425702109496,-0.362122808041338,-0.931287033370124,2.437467160138428,-21.230622293267164,CENTER,DOWN,DOWN_CENTER,4.4426,-0.93498,-0.90611,-2.3578116227549475,-22.130384637168664
013_03,HP_013,3,013_03.png,013_03.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,-11.0,-11.0,0.0,2097.48975,1205.25757,1496.24854,1193.98328,2100.73682,1210.26221,1504.789,1199.86377,2017,1162,2254,1308,1409,1151,1657,1302,-0.2049596628932084,-0.3547139251764737,-0.9122332858828388,-12.662876597781883,-20.775912538773667,LEFT,DOWN,DOWN_LEFT,4.4426,-0.93498,-0.90611,-17.526960564326878,-21.41770042789906
013_04,HP_013,4,013_04.png,013_04.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,-11.0,-5.5,0.0,2095.96143,1222.66846,1494.34753,1211.72815,2099.46118,1224.84033,1503.21033,1214.726,2018,1168,2254,1310,1409,1158,1657,1304,-0.2127183452069632,-0.2416316076692684,-0.9467655843911816,-12.662876597781883,-13.98285919150532,LEFT,DOWN,DOWN_LEFT,4.4426,-0.93498,-0.90611,-17.386334664348364,-14.62596143300314
013_05,HP_013,5,013_05.png,013_05.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,0.0,-5.5,0.0,2133.84839,1221.555,1533.75354,1211.1001,2131.169,1223.91052,1536.20044,1214.2063,2018,1167,2254,1310,1409,1159,1657,1304,0.0412103760384511,-0.2470811479061273,-0.9681180771249754,2.4374671601384272,-14.30485652611121,CENTER,DOWN,DOWN_CENTER,4.4426,-0.93498,-0.90611,-2.241024162313304,-15.205501276708981
013_06,HP_013,6,013_06.png,013_06.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,11.0,-5.5,0.0,2171.4397,1222.63684,1571.79553,1212.7196,2162.649,1224.80994,1568.03809,1215.55664,2018,1168,2254,1310,1409,1161,1660,1304,0.2875162117696668,-0.2368495426650647,-0.9280284058739636,17.213714096416425,-13.700672099813842,RIGHT,DOWN,DOWN_RIGHT,4.4426,-0.93498,-0.90611,12.609224887805215,-14.793201651089989
013_07,HP_013,7,013_07.png,013_07.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,11.0,0.0,0.0,2172.14526,1241.45483,1572.54333,1231.64771,2163.23584,1240.56482,1568.66187,1231.39966,2017,1181,2253,1314,1409,1171,1659,1307,0.2939605125068805,-0.115372602868993,-0.9488289517051668,17.213714096416425,-6.625116670945478,RIGHT,CENTER,CENTER_RIGHT,4.4426,-0.93498,-0.90611,12.687265045833273,-7.718059622945563
013_08,HP_013,8,013_08.png,013_08.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,0.0,0.0,0.0,2133.849,1241.544,1533.73743,1231.50684,2131.16772,1240.637,1536.18884,1231.28137,2017,1180,2253,1314,1409,1170,1656,1307,0.0422185951611226,-0.1205980520072501,-0.9918032567372812,2.437467160138428,-6.926619105139301,CENTER,CENTER,CENTER_CENTER,4.4426,-0.93498,-0.90611,-2.124726876537569,-7.828142555165745
013_09,HP_013,9,013_09.png,013_09.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,-11.0,0.0,0.0,2095.28345,1241.61353,1493.4231,1231.34729,2098.89551,1240.69617,1502.44263,1231.14832,2017,1180,2253,1314,1409,1171,1656,1308,-0.2176874860949241,-0.1178109732108355,-0.9688822080050744,-12.662876597781883,-6.765784402036574,LEFT,CENTER,CENTER_LEFT,4.4426,-0.93498,-0.90611,-17.2461192196768,-7.410197151770786
013_10,HP_013,10,013_10.png,013_10.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,-11.0,5.5,0.0,2095.616,1260.72144,1493.7019,1251.28052,2099.17236,1256.68872,1502.67371,1247.83228,2017,1199,2253,1320,1409,1190,1656,1316,-0.2191989895520563,0.011735142002749,-0.9756095988773036,-12.662876597781883,0.6723895422057867,LEFT,UP,UP_LEFT,4.4426,-0.93498,-0.90611,-17.10631410801333,0.026670123252702623
013_11,HP_013,11,013_11.png,013_11.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,0.0,5.5,0.0,2133.837,1261.74243,1533.73328,1252.25562,2131.15918,1257.53931,1536.18469,1248.64111,2017,1199,2253,1322,1409,1189,1656,1313,0.0425259256674114,0.0120167717584244,-0.9990230942488946,2.4374671601384272,0.6885268766762976,CENTER,UP,UP_CENTER,4.4426,-0.93498,-0.90611,-2.0089176381552383,-0.21387158342901202
013_12,HP_013,12,013_12.png,013_12.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,11.0,5.5,0.0,2171.76147,1260.43774,1572.30188,1250.835,2162.91846,1256.4585,1568.46045,1247.45874,2017,1198,2253,1321,1409,1187,1659,1312,0.2959171613461404,0.0114889772337477,-0.9551445110678096,17.213714096416425,0.65828438884057,RIGHT,UP,UP_RIGHT,4.4426,-0.93498,-0.90611,12.764925376232235,-0.435069951427481
013_13,HP_013,13,013_13.png,013_13.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,11.0,11.0,0.0,2170.35962,1278.03687,1571.11914,1268.83472,2161.75562,1271.2019,1567.47412,1262.53,2017,1221,2252,1329,1410,1209,1660,1319,0.2931134628260888,0.1378004031483979,-0.9460948931276598,17.213714096416425,7.920584981797755,RIGHT,UP,UP_RIGHT,4.4426,-0.93498,-0.90611,12.842208361966588,6.826821252183758
013_14,HP_013,14,013_14.png,013_14.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,0.0,11.0,0.0,2133.814,1280.364,1533.74084,1271.4801,2131.14331,1273.13184,1536.188,1264.73389,2017,1224,2252,1331,1410,1215,1656,1322,0.0420857256949794,0.1440032727093037,-0.988681874589464,2.4374671601384272,8.279565185476828,CENTER,UP,UP_CENTER,4.4426,-0.93498,-0.90611,-1.8935943217592703,7.376295386784407
013_15,HP_013,15,013_15.png,013_15.png,-0.93498,4.4426,-0.90611,-1.7521,5.0049,41.1605,-11.0,11.0,0.0,2096.90015,1278.51965,1495.11719,1269.81,2100.24316,1271.59351,1503.84814,1263.34875,2017,1223,2252,1327,1410,1215,1656,1324,-0.2170335439020941,0.140695487521215,-0.9659716458636172,-12.662876597781883,8.088093100216078,LEFT,UP,UP_LEFT,4.4426,-0.93498,-0.90611,-16.966919188229312,7.441070845836
014_01,HP_014,1,014_01.png,014_01.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,-11.0,0.0,2360.61768,1225.31421,1751.889,1203.49231,2351.724,1230.51318,1748.20007,1209.49487,2205,1171,2446,1316,1589,1154,1841,1297,0.2263985258408629,-0.3945102032780981,-0.8905646562751959,14.263532276389956,-23.23543019829421,RIGHT,DOWN,DOWN_RIGHT,0.69262,8.5996,-1.6157,12.431137269378654,-15.240470362696449
014_02,HP_014,2,014_02.png,014_02.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,-11.0,0.0,2322.90771,1223.52,1714.21973,1201.763,2320.14648,1229.02148,1716.66772,1208.05286,2205,1171,2446,1316,1589,1152,1838,1297,-0.0186221612564688,-0.4049565885563525,-0.9141462555274944,-1.167016420583481,-23.8884067853882,CENTER,DOWN,DOWN_CENTER,0.69262,8.5996,-1.6157,-2.2394268349007582,-15.233561089576916
014_03,HP_014,3,014_03.png,014_03.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,-11.0,0.0,2286.25269,1225.71973,1676.77686,1204.17554,2289.46484,1230.85571,1685.30737,1210.05811,2205,1172,2446,1316,1589,1151,1838,1297,-0.2603819271662466,-0.3910557054967741,-0.8827664964211157,-16.434017807518902,-23.020204439887124,LEFT,DOWN,DOWN_LEFT,0.69262,8.5996,-1.6157,-16.71414199676694,-14.294192390987227
014_04,HP_014,4,014_04.png,014_04.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,-5.5,0.0,2284.68848,1243.31738,1674.89209,1221.91443,2288.15942,1245.59009,1683.7417,1224.9165,2205,1183,2445,1320,1589,1162,1837,1301,-0.2714820035732672,-0.2813601670741542,-0.9203988147101496,-16.434017807518906,-16.341400508328285,LEFT,DOWN,DOWN_LEFT,0.69262,8.5996,-1.6157,-16.820568298131676,-7.61620480352819
014_05,HP_014,5,014_05.png,014_05.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,-5.5,0.0,2322.91943,1242.1897,1714.19519,1220.42529,2320.15234,1244.65015,1716.65137,1223.67871,2205,1182,2445,1320,1589,1162,1837,1300,-0.0194774816003365,-0.2922839493146596,-0.9561332128336166,-1.167016420583481,-16.994742320417785,CENTER,DOWN,DOWN_CENTER,0.69262,8.5996,-1.6157,-2.058350174995629,-8.342172822639952
014_06,HP_014,6,014_06.png,014_06.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,-5.5,0.0,2362.45142,1243.36975,1753.66016,1221.3457,2353.24731,1245.63281,1749.67688,1224.44507,2205,1183,2445,1319,1589,1163,1841,1300,0.2362324786789177,-0.2840651981356947,-0.929247641495712,14.263532276389956,-16.502979093075464,RIGHT,DOWN,DOWN_RIGHT,0.69262,8.5996,-1.6157,12.883319142026417,-8.522557658565832
014_07,HP_014,7,014_07.png,014_07.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,0.0,0.0,2363.28223,1263.24927,1754.53589,1240.98767,2353.938,1262.272,1750.40686,1240.88354,2204,1200,2445,1327,1589,1178,1840,1306,0.2431649351622268,-0.1610762291023299,-0.9565172568886168,14.263532276389956,-9.269369916196444,RIGHT,CENTER,CENTER_RIGHT,0.69262,8.5996,-1.6157,13.352029556393205,-1.3040177252949527
014_08,HP_014,8,014_08.png,014_08.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,0.0,0.0,2322.91968,1262.8656,1714.18066,1241.24121,2320.15063,1261.94885,1716.64111,1241.0957,2204,1200,2445,1328,1590,1179,1836,1307,-0.0200842028973053,-0.1660270479440507,-0.985916651723138,-1.167016420583481,-9.556902960407088,CENTER,CENTER,CENTER_CENTER,0.69262,8.5996,-1.6157,-1.8698954741437623,-0.9067023913449171
014_09,HP_014,9,014_09.png,014_09.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,0.0,0.0,2283.96338,1262.49414,1673.96375,1241.5061,2287.554,1261.63965,1682.971,1241.31775,2204,1200,2445,1326,1590,1181,1836,1308,-0.279291302489653,-0.1594524000889636,-0.9468744903415144,-16.434017807518902,-9.175113003703071,LEFT,CENTER,CENTER_LEFT,0.69262,8.5996,-1.6157,-16.93119272925093,-0.4507658431737503
014_10,HP_014,10,014_10.png,014_10.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,5.5,0.0,2284.24341,1281.89111,1674.21521,1261.41992,2287.7876,1277.87378,1683.17944,1257.98718,2204,1225,2444,1334,1590,1207,1837,1318,-0.282785162078463,-0.0298196109320505,-0.9587196372830372,-16.434017807518906,-1.7087911624304877,LEFT,UP,UP_LEFT,0.69262,8.5996,-1.6157,-17.04626781345032,7.01467331519325
014_11,HP_014,11,014_11.png,014_11.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,5.5,0.0,2322.906,1283.81873,1714.17847,1262.45483,2320.14063,1279.47974,1716.63867,1258.84338,2204,1227,2444,1338,1590,1205,1837,1316,-0.0203570300757392,-0.031082101162134,-0.9993095087678504,-1.167016420583481,-1.7811600891053156,CENTER,UP,UP_CENTER,0.69262,8.5996,-1.6157,-1.6736067617183719,6.866573076966623
014_12,HP_014,12,014_12.png,014_12.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,5.5,0.0,2362.883,1283.346,1754.31982,1260.96619,2353.608,1279.09351,1750.22693,1257.602,2204,1224,2444,1336,1590,1200,1840,1313,0.246270333633657,-0.0301310529821991,-0.9687326991581068,14.263532276389958,-1.7266434996874318,RIGHT,UP,UP_RIGHT,0.69262,8.5996,-1.6157,13.83812531726889,6.223080589877939
014_13,HP_014,13,014_13.png,014_13.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,11.0,11.0,0.0,2361.329,1301.90234,1753.05969,1279.67969,2352.31934,1294.6355,1749.17639,1273.2688,2203,1244,2444,1345,1590,1224,1841,1321,0.2450876248384446,0.1023771503035901,-0.9640803780011116,14.263532276389956,5.876073879407,RIGHT,UP,UP_RIGHT,0.69262,8.5996,-1.6157,14.34251795337365,13.809581119620526
014_14,HP_014,14,014_14.png,014_14.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,0.0,11.0,0.0,2322.88013,1303.139,1714.18848,1282.10327,2320.1228,1295.65479,1716.644,1275.29028,2203,1246,2444,1347,1591,1229,1837,1326,-0.0202530447561146,0.1055761247855694,-0.9942049567636286,-1.167016420583481,6.060360579455251,CENTER,UP,UP_CENTER,0.69262,8.5996,-1.6157,-1.4689900915706815,14.70552164398314
014_15,HP_014,15,014_15.png,014_15.png,8.5996,0.69262,-1.6157,0.81606,6.746,40.0597,-11.0,11.0,0.0,2285.4812,1300.02954,1675.58691,1279.96484,2288.81982,1293.06226,1684.31787,1273.518,2203,1244,2444,1343,1591,1229,1837,1328,-0.2814548243244789,0.1013289389759643,-0.954209425645378,-16.434017807518906,5.815701823888486,LEFT,UP,UP_LEFT,0.69262,8.5996,-1.6157,-17.166066666143916,14.538247383158549
015_01,HP_015,1,015_01.png,015_01.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,-11.0,0.0,2113.33545,1459.8103,1542.30652,1497.59375,2105.60449,1464.34033,1539.2644,1502.52258,1974,1409,2197,1549,1389,1449,1635,1594,0.2814449715201569,-0.4299678286921306,-0.8578556954965054,18.16360920116328,-25.465518488127017,RIGHT,DOWN,DOWN_RIGHT,9.6439,8.3596,4.2304,8.816357019935426,-16.897087613421675
015_02,HP_015,2,015_02.png,015_02.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,-11.0,0.0,2081.71021,1457.9314,1509.24878,1495.55322,2079.10327,1462.77661,1511.58081,1500.82,1974,1408,2197,1549,1389,1447,1635,1594,0.0573666419008307,-0.4473425092638456,-0.8925210069250741,3.677618042328315,-26.57330951364771,CENTER,DOWN,DOWN_CENTER,9.6439,8.3596,4.2304,-4.777120579487738,-18.634008795476056
015_03,HP_015,3,015_03.png,015_03.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,-11.0,0.0,2049.44458,1458.98254,1475.12122,1496.61572,2052.0813,1463.65527,1482.99365,1501.70215,1974,1411,2197,1549,1389,1448,1635,1594,-0.1756065049392028,-0.4411174447620622,-0.8801009915626882,-11.28403397604519,-26.17520026264385,LEFT,DOWN,DOWN_LEFT,9.6439,8.3596,4.2304,-18.934488054640852,-19.387803628489156
015_04,HP_015,4,015_04.png,015_04.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,-5.5,0.0,2047.78174,1474.371,1473.05261,1512.53442,2050.69287,1476.54614,1481.27417,1515.03906,1974,1417,2197,1551,1389,1454,1635,1595,-0.1839785240155323,-0.3405257857513175,-0.922059700854296,-11.28403397604519,-19.90891100803698,LEFT,DOWN,DOWN_LEFT,9.6439,8.3596,4.2304,-19.59693955338208,-13.153825013439674
015_05,HP_015,5,015_05.png,015_05.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,-5.5,0.0,2081.71167,1473.78,1509.20557,1511.90771,2079.1,1476.05273,1511.54883,1514.51855,1975,1416,2197,1551,1389,1453,1635,1596,0.0601851470492682,-0.3458114006775106,-0.936371840262252,3.677618042328315,-20.23133454337093,CENTER,DOWN,DOWN_CENTER,9.6439,8.3596,4.2304,-5.215049900461452,-12.306076113143803
015_06,HP_015,6,015_06.png,015_06.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,-5.5,0.0,2114.99268,1474.90674,1544.00854,1513.116,2106.98242,1476.99072,1540.68518,1515.52612,1975,1418,2197,1552,1389,1456,1635,1597,0.29414706391403,-0.331112994885368,-0.8965721886210823,18.163609201163283,-19.336343669768,RIGHT,DOWN,DOWN_RIGHT,9.6439,8.3596,4.2304,8.63598543130423,-10.77041277216359
015_07,HP_015,7,015_07.png,015_07.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,0.0,0.0,2116.027,1491.66846,1545.12219,1530.366,2107.842,1491.02954,1541.61462,1529.969,1976,1433,2197,1558,1390,1468,1636,1601,0.3040906253758467,-0.2200484154197059,-0.926880567511156,18.163609201163283,-12.711876679790707,RIGHT,CENTER,CENTER_RIGHT,9.6439,8.3596,4.2304,8.449024368767464,-4.148537068636131
015_08,HP_015,8,015_08.png,015_08.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,0.0,0.0,2081.70361,1491.55273,1509.16846,1530.41541,2079.09082,1490.93115,1511.52026,1530.00964,1976,1431,2197,1557,1390,1466,1635,1600,0.0624147102360038,-0.2305368982647189,-0.9710598037632072,3.677618042328316,-13.328683243398263,CENTER,CENTER,CENTER_CENTER,9.6439,8.3596,4.2304,-5.668565102770898,-5.4179660792514435
015_09,HP_015,9,015_09.png,015_09.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,0.0,0.0,2046.71973,1491.42969,1471.66553,1530.46362,2049.8064,1490.82861,1480.12158,1530.05066,1975,1429,2197,1555,1389,1465,1635,1600,-0.1905760124214031,-0.2267538215318929,-0.9551248546186198,-11.28403397604519,-13.106030638463483,LEFT,CENTER,CENTER_LEFT,9.6439,8.3596,4.2304,-20.279326505354078,-6.384223193020678
015_10,HP_015,10,015_10.png,015_10.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,5.5,0.0,2046.46289,1509.13867,1471.25269,1549.24878,2049.5918,1505.653,1479.7782,1545.77539,1975,1448,2197,1562,1390,1484,1635,1608,-0.1946338611326663,-0.1029162303971128,-0.9754618955251088,-11.284033976045189,-5.907124909301255,LEFT,UP,UP_LEFT,9.6439,8.3596,4.2304,-20.982359966875244,0.7803993378147652
015_11,HP_015,11,015_11.png,015_11.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,5.5,0.0,2081.684,1510.08081,1509.14087,1549.85718,2079.074,1506.43921,1511.498,1546.27832,1976,1452,2197,1564,1390,1486,1635,1608,0.0637898807545552,-0.1047090863786854,-0.9924549653979572,3.677618042328316,-6.010406046187821,CENTER,UP,UP_CENTER,9.6439,8.3596,4.2304,-6.138453328753677,1.8852452395235544
015_12,HP_015,12,015_12.png,015_12.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,5.5,0.0,2116.22046,1509.06116,1545.43762,1548.35107,2108.00342,1505.595,1541.87756,1545.02417,1976,1455,2197,1566,1390,1487,1637,1607,0.3101768065559056,-0.0997478691735729,-0.9454314947525876,18.163609201163283,-5.724651853306411,RIGHT,UP,UP_RIGHT,9.6439,8.3596,4.2304,8.255110225123758,2.8360001102662933
015_13,HP_015,13,015_13.png,015_13.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,11.0,11.0,0.0,2115.51465,1525.77588,1544.88318,1565.79419,2107.41772,1519.59668,1541.41516,1559.62866,1976,1476,2197,1574,1391,1508,1637,1614,0.3116334818731024,0.0250740106795801,-0.9498715002378412,18.16360920116328,1.4367855668535428,RIGHT,UP,UP_RIGHT,9.6439,8.3596,4.2304,8.053852474682717,9.994648093736787
015_14,HP_015,14,015_14.png,015_14.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,0.0,11.0,0.0,2081.653,1527.84973,1509.125,1568.589,2079.05,1521.31653,1511.4834,1561.9574,1976,1476,2197,1573,1391,1509,1636,1618,0.0641202345045196,0.0263337719186316,-0.9975946711884656,3.677618042328316,1.508988429627513,CENTER,UP,UP_CENTER,9.6439,8.3596,4.2304,-6.625550768632303,9.389021919117717
015_15,HP_015,15,015_15.png,015_15.png,8.3596,9.6439,4.2304,-2.6801,9.8993,41.6975,-11.0,11.0,0.0,2047.07019,1526.21252,1471.91431,1567.35034,2050.09814,1519.94958,1480.32666,1560.93213,1975,1472,2197,1570,1391,1506,1635,1617,-0.1956073480728152,0.0258783168095467,-0.9803407969165748,-11.28403397604519,1.4828838769171158,LEFT,UP,UP_LEFT,9.6439,8.3596,4.2304,-21.706769779579517,8.135082195290032
016_01,HP_016,1,016_01.png,016_01.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,11.0,-11.0,0.0,2569.40332,672.186035,1920.678,613.74,2558.55273,678.7921,1916.08,620.8168,2375,635,2650,798,1747,580,1989,735,0.1476626822537394,-0.1896361295664319,-0.97068731867306,8.649622341298247,-10.931549903893677,RIGHT,DOWN,DOWN_RIGHT,-13.7954,-16.9951,-3.083,21.864017129938944,-28.90184466737798
016_02,HP_016,2,016_02.png,016_02.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,0.0,-11.0,0.0,2520.74756,671.301147,1876.847,611.430054,2517.851,678.0642,1879.4126,618.8893,2375,633,2650,798,1747,578,1987,735,-0.1265741873541765,-0.190195882355105,-0.9735525160107148,-7.407627468234624,-10.964215886463956,CENTER,DOWN,DOWN_CENTER,-13.7954,-16.9951,-3.083,3.9390453785551394,-28.059661268705323
016_03,HP_016,3,016_03.png,016_03.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,-11.0,0.0,2475.929,676.5397,1834.95764,614.877563,2480.36475,682.427,1844.33752,621.747559,2375,635,2650,799,1747,577,1987,735,-0.3749843341034047,-0.1777471015266801,-0.9098311475630466,-22.39886936611909,-10.238562255567334,LEFT,DOWN,DOWN_LEFT,-13.7954,-16.9951,-3.083,-12.271631957270033,-25.22632970273616
016_04,HP_016,4,016_04.png,016_04.png,-16.9951,-13.7954,-3.083,5.069,-3.3831,38.9885,-11.0,-5.5,0.0,2475.28882,698.194336,1834.01733,635.592163,2479.831,700.544067,1843.55713,639.0902,2375,643,2650,801,1747,585,1986,737,-0.3805729214498271,-0.0501359647406272,-0.9233908362652676,-22.398869366119094,-2.8737839710567776,LEFT,DOWN,DOWN_LEFT,-13.7954,-16.9951,-3.083,-10.870127448127658,-17.977514967486613
